mainFrameColor,147,109,80
jButton1,164,171,0
jButton2,0,187,0
jButton3,0,95,139
jButton4,3,0,0
jButton5,159,17,155
jButton6,0,84,0
jButton7,121,114,108
jButton8,0,128,88
jButton9,138,140,67
jButton10,0,91,27
jButton11,36,191,178
jButton12,58,177,125
jButton13,23,60,21
jButton14,196,36,99
jButton15,0,0,136
jButton16,0,104,61
jButton17,0,0,85
jButton18,149,0,45
jTextField1,188,0,0
jTextField1TextColor,115,132,95
jLabel1,0,0,0
jPanel1,0,0,194
jPanel2,135,0,169
jPanel3,126,72,103
jPanel4,0,133,177
jPanel5,178,186,0
currentFitness,4.216180745169125E8
