mainFrameColor,56,0,8
jButton1,116,0,184
jButton2,98,66,135
jButton3,0,185,46
jButton4,175,40,0
jButton5,1,99,0
jButton6,70,12,127
jButton7,53,10,5
jButton8,115,125,46
jButton9,0,128,165
jButton10,98,175,181
jButton11,87,37,0
jButton12,165,0,0
jButton13,111,0,0
jButton14,186,0,0
jButton15,0,0,65
jButton16,130,110,46
jButton17,0,138,84
jButton18,0,89,0
jTextField1,0,0,0
jTextField1TextColor,74,74,74
jLabel1,0,0,75
jPanel1,86,39,0
jPanel2,0,0,0
jPanel3,0,58,45
jPanel4,129,0,0
jPanel5,86,62,0
currentFitness,9.371058536637624E7
